Frame:1 
1,615,243,35,42,11,552,358,62,123
2,642,286,26,78,0,0,0,0,0
3,588,288,23,87,0,0,0,0,0
4,630,369,27,129,0,0,0,0,0
5,600,369,29,104,0,0,0,0,0
6,610,280,42,89,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Frame:2 
1,615,243,35,42,11,552,358,62,123
2,642,286,26,78,0,0,0,0,0
3,588,288,23,87,0,0,0,0,0
4,630,369,27,129,0,0,0,0,0
5,600,369,29,104,0,0,0,0,0
6,610,280,42,89,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Frame:3 
1,615,243,35,42,11,552,358,62,123
2,642,286,26,78,0,0,0,0,0
3,588,288,23,87,0,0,0,0,0
4,630,369,27,129,0,0,0,0,0
5,600,369,29,104,0,0,0,0,0
6,610,280,42,89,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Frame:4 
1,615,243,35,42,11,552,358,62,123
2,642,286,26,78,0,0,0,0,0
3,588,288,23,87,0,0,0,0,0
4,630,369,27,129,0,0,0,0,0
5,600,369,29,104,0,0,0,0,0
6,610,280,42,89,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Frame:5 
1,615,243,35,42,11,552,358,62,123
2,642,286,26,78,0,0,0,0,0
3,588,288,23,87,0,0,0,0,0
4,630,369,27,129,0,0,0,0,0
5,600,369,29,104,0,0,0,0,0
6,610,280,42,89,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Frame:6 
1,615,243,35,42,11,552,358,62,123
2,642,286,26,78,0,0,0,0,0
3,588,288,23,87,0,0,0,0,0
4,630,369,27,129,0,0,0,0,0
5,600,369,29,104,0,0,0,0,0
6,610,280,42,89,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Frame:7 
1,615,243,35,42,11,552,358,62,123
2,642,286,26,78,0,0,0,0,0
3,588,288,23,87,0,0,0,0,0
4,630,369,27,129,0,0,0,0,0
5,600,369,29,104,0,0,0,0,0
6,610,280,42,89,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Frame:8 
1,615,243,35,42,11,552,358,62,123
2,642,286,26,78,0,0,0,0,0
3,588,288,23,87,0,0,0,0,0
4,630,369,27,129,0,0,0,0,0
5,600,369,29,104,0,0,0,0,0
6,610,280,42,89,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Frame:9 
1,603,247,27,47,11,538,360,50,116
2,636,288,26,86,0,0,0,0,0
3,562,286,39,92,0,0,0,0,0
4,625,372,27,122,0,0,0,0,0
5,597,369,20,125,0,0,0,0,0
6,598,291,47,93,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Frame:10 
1,630,243,24,44,11,585,349,66,93
2,600,280,26,74,0,0,0,0,0
6,621,283,36,83,0,0,0,0,0
4,639,358,15,96,0,0,0,0,0
5,610,361,18,122,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Frame:11 
1,621,243,30,39,11,827,487,170,123
