Frame:1 
1,243,193,23,27,11,259,331,24,29
2,264,222,12,51,0,0,0,0,0
3,232,222,14,53,0,0,0,0,0
4,256,270,14,50,0,0,0,0,0
5,240,267,14,59,0,0,0,0,0
6,240,220,26,54,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Frame:2 
1,243,193,23,27,11,259,331,24,29
2,264,222,12,51,0,0,0,0,0
3,232,222,14,53,0,0,0,0,0
4,256,270,14,50,0,0,0,0,0
5,240,267,14,59,0,0,0,0,0
6,240,220,26,54,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Frame:3 
1,243,193,23,27,11,259,331,24,29
2,264,222,12,51,0,0,0,0,0
3,232,222,14,53,0,0,0,0,0
4,256,270,14,50,0,0,0,0,0
5,240,267,14,59,0,0,0,0,0
6,240,220,26,54,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Frame:4 
1,243,193,23,27,11,259,331,24,29
2,264,222,12,51,0,0,0,0,0
3,232,222,14,53,0,0,0,0,0
4,256,270,14,50,0,0,0,0,0
5,240,267,14,59,0,0,0,0,0
6,240,220,26,54,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Frame:5 
1,243,193,23,27,11,259,331,24,29
2,264,222,12,51,0,0,0,0,0
3,232,222,14,53,0,0,0,0,0
4,256,270,14,50,0,0,0,0,0
5,240,267,14,59,0,0,0,0,0
6,240,220,26,54,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Frame:6 
1,243,193,23,27,11,259,331,24,29
2,264,222,12,51,0,0,0,0,0
3,232,222,14,53,0,0,0,0,0
4,256,270,14,50,0,0,0,0,0
5,240,267,14,59,0,0,0,0,0
6,240,220,26,54,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Frame:7 
1,243,193,23,27,11,259,331,24,29
2,264,222,12,51,0,0,0,0,0
3,232,222,14,53,0,0,0,0,0
4,256,270,14,50,0,0,0,0,0
5,240,267,14,59,0,0,0,0,0
6,240,220,26,54,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Frame:8 
1,243,193,23,27,11,259,331,24,29
2,264,222,12,51,0,0,0,0,0
3,232,222,14,53,0,0,0,0,0
4,256,270,14,50,0,0,0,0,0
5,240,267,14,59,0,0,0,0,0
6,240,220,26,54,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Frame:9 
