Frame:1 
1,619,229,24,35,11,631,330,50,63
2,592,258,17,87,0,0,0,0,0
3,639,267,18,74,0,0,0,0,0
4,598,334,18,110,0,0,0,0,0
5,621,337,21,96,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Frame:2 
1,619,228,23,38,11,634,327,44,51
2,592,259,15,86,0,0,0,0,0
3,645,258,14,78,0,0,0,0,0
4,600,343,15,104,0,0,0,0,0
5,624,343,20,98,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Frame:3 
1,619,228,23,38,11,634,327,44,51
2,592,259,15,86,0,0,0,0,0
3,645,258,14,78,0,0,0,0,0
4,600,343,15,104,0,0,0,0,0
5,624,343,20,98,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Frame:4 
1,619,228,23,38,11,634,327,44,51
2,592,259,15,86,0,0,0,0,0
3,645,258,14,78,0,0,0,0,0
4,600,343,15,104,0,0,0,0,0
5,624,343,20,98,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Frame:5 
1,619,228,23,38,11,634,327,44,51
2,592,259,15,86,0,0,0,0,0
3,645,258,14,78,0,0,0,0,0
4,600,343,15,104,0,0,0,0,0
5,624,343,20,98,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Frame:6 
1,619,228,23,38,11,634,327,44,51
2,592,259,15,86,0,0,0,0,0
3,645,258,14,78,0,0,0,0,0
4,600,343,15,104,0,0,0,0,0
5,624,343,20,98,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
Frame:7 
1,619,228,23,38,11,634,327,44,51
2,592,259,15,86,0,0,0,0,0
3,645,258,14,78,0,0,0,0,0
4,600,343,15,104,0,0,0,0,0
5,624,343,20,98,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
